Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCU53,OUT046,2670.590233286735
FDD39,OUT035,3437.8043577405815
NCU17,OUT019,365.60289172160304
FDJ20,OUT046,2129.2038309652417
NCW41,OUT018,2431.096510108701
FDL52,OUT035,739.7764528654026
FDS39,OUT035,2125.7013813507856
DRJ47,OUT045,2727.835140695225
FDP13,OUT010,208.44400661445496
DRK39,OUT010,390.7110138746098
FDF28,OUT010,474.06938473604606
FDB09,OUT045,2165.9482133039573
FDM51,OUT046,1626.1852248003001
DRM49,OUT018,699.8266923293418
DRF23,OUT013,2786.039619207784
DRH01,OUT035,2786.039619207784
FDH12,OUT027,2589.5527852502178
FDA28,OUT019,392.3783358399427
FDW37,OUT018,1263.1006614120574
FDF02,OUT046,1675.549381312861
DRL37,OUT046,759.65645629884
NCF43,OUT046,2137.4872633887762
FDH08,OUT010,708.2244763603355
FDR34,OUT019,686.6621644218878
NCK19,OUT049,3142.461368520501
NCD55,OUT018,602.7252139205301
FDT27,OUT049,3621.3093324396855
FDQ57,OUT045,2351.826230064454
FDA47,OUT035,2658.8043512487443
DRG15,OUT027,1709.3012462015786
FDE05,OUT018,2074.613808168692
FDN46,OUT046,1675.549381312861
FDX27,OUT027,2601.445933499603
FDT51,OUT045,1807.4364947586762
FDU33,OUT013,748.0594288478947
FDJ16,OUT027,1705.7794681834894
FDD20,OUT019,444.42589125111033
FDT36,OUT049,696.6754633372665
DRF15,OUT027,3342.695714496816
FDN52,OUT010,396.7876549194004
FDC22,OUT027,5056.419455989858
FDX15,OUT045,2636.680288947732
FDT13,OUT013,3077.547479529078
FDU04,OUT017,2015.8069108203904
FDU31,OUT019,586.144280599974
FDW59,OUT027,2255.338359366947
NCO29,OUT046,2670.590233286735
FDL15,OUT035,2648.293964103457
FDI41,OUT049,2366.728242319242
FDQ48,OUT049,1626.1852248003001
DRI39,OUT013,893.2399205891334
FDI08,OUT013,4051.193872822103
FDC21,OUT049,1839.6246862307796
FDF58,OUT035,1001.8011083640583
FDS08,OUT010,607.3885729549953
FDE47,OUT045,2066.18534044833
NCP18,OUT019,472.19767581765507
NCR41,OUT013,1547.7560061265256
FDA27,OUT013,4051.193872822103
FDA43,OUT035,3077.547479529078
FDA49,OUT045,1430.5401716344309
NCE55,OUT018,2739.6776008241163
DRM49,OUT027,1129.8695663218816
FDF22,OUT027,5286.430474812498
FDQ15,OUT018,930.187429737203
NCS54,OUT017,2800.567858988815
NCY05,OUT013,697.2490838635222
FDR45,OUT046,3912.9564418704576
FDK57,OUT049,2081.0873527031176
FDF41,OUT010,1075.7228028309084
FDV21,OUT046,2081.0873527031176
FDD51,OUT046,776.1633367211401
FDF33,OUT046,1723.5842325808671
FDA38,OUT046,3912.9564418704576
FDR56,OUT045,3019.343001016519
NCN41,OUT017,2092.8732347411083
FDC60,OUT027,2331.5470869643627
FDB47,OUT045,3643.4056022008212
DRH01,OUT013,2786.039619207784
FDW08,OUT046,1675.549381312861
FDF38,OUT027,1135.9237753865584
FDY32,OUT017,2758.5672241043717
FDG34,OUT049,1723.5842325808671
FDG47,OUT019,704.8565171354269
NCF18,OUT035,3077.547479529078
FDL39,OUT019,587.4122254917568
NCH55,OUT035,2092.8732347411083
DRJ35,OUT049,971.7623184628014
FDS44,OUT035,3912.9564418704576
DRE01,OUT018,3396.1254981623706
FDY39,OUT013,3077.547479529078
FDY32,OUT018,2501.7873217090223
FDR33,OUT027,3270.0382225405774
NCP50,OUT049,1307.311870137915
FDZ47,OUT018,1371.0003947773564
FDU57,OUT049,2419.9549122962794
FDY44,OUT013,3077.547479529078
DRH59,OUT018,823.8690392391586
FDB03,OUT027,5682.444263294435
FDY46,OUT045,3019.343001016519
FDM39,OUT045,2727.835140695225
FDY36,OUT035,1263.464743781597
NCM55,OUT035,3077.547479529078
FDJ50,OUT010,324.68407495865443
DRL60,OUT013,2477.7822850990815
NCJ54,OUT049,3616.2172568765723
FDX59,OUT017,696.6754633372665
FDI07,OUT013,2969.5306997106663
DRF51,OUT010,208.44400661445496
FDM14,OUT017,1723.5842325808671
FDP21,OUT045,3019.343001016519
FDE40,OUT035,976.7503252274523
FDE05,OUT035,2366.728242319242
FDM13,OUT027,3339.421380593453
FDC34,OUT027,4339.112449051679
NCI55,OUT018,1642.8390544746208
NCE43,OUT018,2431.096510108701
FDW58,OUT018,1497.6225100792403
FDG60,OUT045,3876.8760256589107
FDV31,OUT017,2800.567858988815
FDR47,OUT013,3077.547479529078
FDM60,OUT019,214.1185080206028
NCF06,OUT018,3581.423057541607
NCN26,OUT027,2850.027830649349
FDQ59,OUT049,1430.5401716344309
FDF09,OUT046,691.1654956246422
NCS06,OUT017,3834.5466483411788
FDT44,OUT046,2018.3655347951324
FDI19,OUT017,3927.4846816514882
FDT22,OUT017,971.7623184628014
NCF54,OUT027,4404.129187592453
DRG25,OUT045,3019.343001016519
FDB59,OUT017,3032.7532432875355
FDQ37,OUT017,3092.0757193101085
FDP56,OUT035,817.4093483300865
FDW44,OUT035,2941.586760569712
FDJ26,OUT010,621.8782610947595
FDU43,OUT018,3154.007902679886
FDW33,OUT045,1660.6473690580729
NCX53,OUT027,3424.0696500172644
FDN56,OUT010,557.7341825176936
DRF15,OUT049,2419.9549122962794
FDO33,OUT017,1990.597462134706
FDZ39,OUT010,379.98608002747875
NCJ19,OUT017,953.1766601652652
FDU01,OUT035,3077.547479529078
FDT12,OUT035,3491.910646370738
NCM18,OUT018,792.0050716837587
FDP19,OUT017,2189.3193046855085
NCR42,OUT049,689.4329379575222
FDN10,OUT046,2060.534212218633
FDG44,OUT017,958.6187144239383
FDQ10,OUT046,3491.1362678218056
DRH13,OUT049,1675.549381312861
FDT52,OUT013,3912.9564418704576
FDM56,OUT045,1824.7226739759915
NCO43,OUT010,379.98608002747875
NCV29,OUT035,2903.4963845484685
NCF06,OUT013,3951.107069314233
FDO50,OUT035,1493.3037917630293
FDT59,OUT013,3731.487683367687
FDX40,OUT027,1030.1127030705125
FDE50,OUT017,3092.0757193101085
FDX51,OUT017,3092.0757193101085
NCD30,OUT018,1371.0003947773564
FDK15,OUT013,1626.1852248003001
FDL12,OUT045,1018.1733758676876
FDK46,OUT017,4124.7583891474615
DRH49,OUT010,382.54361156881083
FDQ57,OUT046,2366.728242319242
FDY59,OUT017,1561.3305220492357
FDO09,OUT018,3631.991794154242
NCG30,OUT035,2092.8732347411083
FDM09,OUT017,2737.9015742978763
NCN17,OUT027,2589.5527852502178
NCS42,OUT013,1482.550617549362
FDD02,OUT019,369.7594182368752
FDE34,OUT013,3153.103469772364
FDU38,OUT045,3019.343001016519
FDB33,OUT046,2679.811584058344
NCJ29,OUT017,1430.5401716344309
FDZ27,OUT035,796.3006440602333
FDI40,OUT013,1580.892426970058
FDG22,OUT013,697.2490838635222
FDT51,OUT017,1822.3385070134643
FDF20,OUT018,3068.29290594097
FDV50,OUT035,2081.0873527031176
FDT02,OUT049,683.5030941279373
DRC49,OUT017,2366.728242319242
FDF26,OUT049,2419.9549122962794
FDV52,OUT035,1930.3281512694018
FDX59,OUT049,696.6754633372665
FDV25,OUT035,3491.910646370738
FDW23,OUT027,1039.9347698934423
FDE53,OUT018,1482.009709459492
FDA19,OUT017,2225.464254206413
FDH22,OUT046,2081.0873527031176
NCO41,OUT013,1547.7560061265256
FDX12,OUT017,3927.4846816514882
FDF17,OUT013,3077.547479529078
FDS11,OUT045,3433.706167858179
FDR51,OUT035,2428.920500698869
FDT49,OUT010,379.98608002747875
FDC56,OUT013,2129.2038309652417
FDR13,OUT027,3006.9504603983514
FDQ60,OUT035,2081.0873527031176
FDN38,OUT049,4065.7221126031336
NCL29,OUT013,2643.4809878342107
FDO13,OUT027,4238.872217495541
FDE26,OUT018,2074.613808168692
FDA31,OUT010,607.3885729549953
FDX14,OUT035,1238.413960644991
FDA34,OUT045,2727.835140695225
FDF26,OUT013,2462.621222868659
FDE38,OUT045,2715.777511996864
DRI11,OUT046,1990.597462134706
FDQ60,OUT027,2242.73328896472
FDL21,OUT027,1019.3002248429233
DRC12,OUT027,5363.726884215245
FDC47,OUT046,3731.487683367687
FDE57,OUT045,2210.5622419516253
FDT14,OUT045,2066.18534044833
NCZ53,OUT046,3195.0042448697627
FDE28,OUT018,3154.007902679886
FDR19,OUT035,2414.844720581366
NCF54,OUT019,568.2043593598999
FDZ08,OUT046,1304.0531368887557
NCJ05,OUT018,2260.113063758921
FDF59,OUT046,2081.0873527031176
NCO05,OUT035,1626.1852248003001
FDW24,OUT018,699.8266923293418
NCX42,OUT018,2431.096510108701
NCA53,OUT035,821.3514271968393
FDI45,OUT019,568.2043593598999
FDG46,OUT046,1990.597462134706
FDM20,OUT010,708.2244763603355
FDW11,OUT010,330.5017407896689
FDX08,OUT035,3004.1382552509936
NCK17,OUT035,779.7937636379331
FDK32,OUT018,2345.9649375896647
NCA42,OUT035,2643.4809878342107
DRI01,OUT035,2941.586760569712
NCL55,OUT049,4065.7221126031336
DRE25,OUT018,1371.0003947773564
FDD14,OUT017,3092.0757193101085
FDB10,OUT046,3912.9564418704576
DRN11,OUT035,2366.728242319242
FDP38,OUT018,699.8266923293418
NCA30,OUT017,3092.0757193101085
FDT15,OUT017,3092.0757193101085
NCP55,OUT018,767.638764634804
FDF12,OUT035,2344.2465378476195
FDM21,OUT018,3631.991794154242
FDX56,OUT035,3629.4573024138153
FDF10,OUT017,2366.728242319242
FDT32,OUT045,3019.343001016519
FDM51,OUT018,1497.6225100792403
NCR50,OUT018,2260.113063758921
FDI19,OUT049,3927.4846816514882
FDX21,OUT017,1723.5842325808671
FDR31,OUT035,2414.844720581366
FDY02,OUT013,4080.9057355863783
NCA29,OUT045,3310.4020301510463
NCX17,OUT046,3907.2568736393373
FDM12,OUT045,3019.343001016519
FDI53,OUT027,3700.0845657617765
NCU30,OUT049,2720.9758824971273
FDC56,OUT027,3005.9269990164735
FDK27,OUT018,1631.0531724366297
NCK18,OUT017,2749.687456335867
FDB52,OUT019,704.8565171354269
DRG25,OUT027,5051.011649529811
FDZ13,OUT049,892.7030731155439
FDB57,OUT019,686.6621644218878
FDR40,OUT046,1301.2730741732046
NCO14,OUT019,206.87598264085858
NCN19,OUT045,3019.343001016519
FDQ28,OUT019,503.0781043520437
FDO13,OUT018,2419.31062807071
FDK48,OUT013,1284.4688398928859
FDU07,OUT018,2288.1375647868626
FDW20,OUT046,2129.2038309652417
FDV12,OUT010,379.98608002747875
FDH24,OUT013,2631.69510579622
FDV59,OUT049,3596.647361290798
FDK57,OUT045,2066.18534044833
FDL16,OUT027,1099.1458967111848
NCQ17,OUT046,2474.4071049066497
FDJ15,OUT018,2739.6776008241163
FDX24,OUT049,1561.3305220492357
FDT47,OUT046,1547.7560061265256
FDT10,OUT049,971.7623184628014
FDZ37,OUT018,1138.5533351080776
FDW43,OUT027,5822.850276181856
DRN36,OUT017,1561.3305220492357
FDJ14,OUT045,1299.3246005929905
FDA32,OUT013,3391.3927625488245
FDJ38,OUT019,636.3956583002628
FDQ57,OUT017,2366.728242319242
NCQ41,OUT019,632.4921495495082
FDG56,OUT049,977.2043727214746
DRC13,OUT027,3220.5170148494135
FDV55,OUT035,2414.844720581366
FDQ49,OUT045,2609.571043495208
FDE29,OUT010,330.5017407896689
FDR03,OUT013,3629.4573024138153
FDD45,OUT049,1561.3305220492357
FDN38,OUT010,764.6182050479055
FDT56,OUT046,935.3297854353578
FDT48,OUT045,2911.3262211981073
FDU03,OUT049,3099.7816644526747
FDC56,OUT010,394.624499985862
NCO43,OUT027,2589.5527852502178
FDQ27,OUT017,1675.549381312861
FDR03,OUT046,3629.4573024138153
DRH23,OUT010,324.68407495865443
FDG22,OUT045,738.5531114247409
NCJ42,OUT013,1675.549381312861
FDR24,OUT046,1482.550617549362
FDW60,OUT035,2786.039619207784
FDJ08,OUT013,3077.547479529078
DRL59,OUT018,736.6584063989199
FDG60,OUT010,708.2244763603355
FDW27,OUT017,2462.621222868659
FDX14,OUT018,952.140469955514
FDC20,OUT013,923.7327579844125
NCS29,OUT018,3486.2025568181607
FDJ56,OUT046,1626.1852248003001
FDB20,OUT019,348.9812473686233
FDL28,OUT027,5822.850276181856
FDW01,OUT018,2205.6608711485505
FDL03,OUT046,2969.5306997106663
FDX22,OUT049,3766.523969704803
FDJ21,OUT035,2366.728242319242
FDR31,OUT045,2429.107398448459
FDG21,OUT035,2614.199815042566
FDS22,OUT027,1019.3002248429233
FDK08,OUT035,1626.1852248003001
FDE17,OUT018,2263.4882439513526
NCN30,OUT017,1561.3305220492357
FDT50,OUT046,1522.7052229899195
NCX42,OUT049,2720.9758824971273
FDJ12,OUT035,3629.4573024138153
NCA18,OUT027,2274.9276081401617
FDP23,OUT019,586.144280599974
FDX12,OUT013,3912.9564418704576
FDN40,OUT018,2205.6608711485505
FDV48,OUT035,1306.8190415574984
NCY54,OUT013,2941.586760569712
FDL16,OUT010,265.3649022683107
FDR45,OUT018,3396.1254981623706
FDJ52,OUT046,2658.8043512487443
DRG01,OUT017,1321.2776408113016
FDP52,OUT013,3731.487683367687
FDU58,OUT017,3092.0757193101085
FDL02,OUT045,1660.6473690580729
FDG28,OUT013,3912.9564418704576
FDA19,OUT035,2137.672910092005
FDW46,OUT027,1597.2860708918226
NCD43,OUT049,1675.549381312861
DRG39,OUT013,828.4100506949178
NCF55,OUT049,701.311351884799
FDJ07,OUT046,1990.3330460294198
FDE08,OUT046,2477.036978960993
FDP56,OUT019,220.86701861535778
FDT45,OUT045,953.1766601652652
FDF17,OUT018,2904.749598863958
FDX44,OUT046,1407.3963876028924
FDM28,OUT027,4908.396180505478
FDI36,OUT049,3034.4445887020893
FDS07,OUT045,2027.52638535148
FDD36,OUT045,1975.4310337746317
FDW11,OUT046,948.473389474221
FDN40,OUT049,2462.621222868659
NCQ18,OUT049,1561.3305220492357
NCQ54,OUT017,2749.687456335867
NCS42,OUT045,1487.6362255428216
DRH39,OUT010,371.8250018131826
FDC09,OUT027,2549.2610211515
FDT08,OUT010,594.3882884833318
FDC08,OUT035,3731.487683367687
FDT20,OUT017,690.873261574718
FDS35,OUT035,1048.2033115994316
FDX58,OUT018,2739.6776008241163
FDW58,OUT046,1675.549381312861
DRD27,OUT046,1601.1344416636941
FDH32,OUT019,395.60162206922865
FDS26,OUT035,4080.9057355863783
FDQ31,OUT046,1407.3963876028924
FDP11,OUT018,3154.007902679886
FDD58,OUT017,1626.1852248003001
FDM33,OUT045,3333.1882840362655
FDZ16,OUT049,3142.461368520501
NCS29,OUT010,793.3958971313484
NCM18,OUT019,280.5618028780429
FDP11,OUT049,3556.824535362161
NCC42,OUT017,2137.4872633887762
DRM23,OUT046,2786.039619207784
NCN55,OUT027,5169.347612894665
FDK46,OUT013,4080.9057355863783
FDR01,OUT046,2969.5306997106663
NCA05,OUT045,2537.4492644950105
NCP43,OUT017,2800.567858988815
FDR12,OUT010,352.45362219132886
FDQ01,OUT013,4080.9057355863783
FDM13,OUT046,2066.226299653545
FDQ19,OUT017,3927.4846816514882
FDK56,OUT019,587.4122254917568
NCX06,OUT010,626.5964390868522
FDO56,OUT027,2533.8648516887315
FDU45,OUT045,1842.018575722586
FDI16,OUT019,274.7441370470286
FDL32,OUT046,2018.6299509004184
FDA07,OUT046,2129.2038309652417
FDA14,OUT045,2351.826230064454
FDV46,OUT027,3398.3950787227827
NCO07,OUT035,3437.8043577405815
NCP41,OUT046,1675.549381312861
FDY60,OUT018,1682.6066125128725
FDN38,OUT017,4065.7221126031336
FDO15,OUT046,1252.7115695679297
FDT60,OUT013,2081.0873527031176
FDA55,OUT035,3491.910646370738
FDE02,OUT010,404.3103089689566
DRJ39,OUT049,3556.824535362161
FDV34,OUT035,1223.8899726638106
FDS20,OUT027,4992.94125717088
FDF02,OUT027,2589.5527852502178
FDW40,OUT017,2125.7013813507856
NCB43,OUT046,3077.547479529078
FDR58,OUT017,1502.5382377976098
DRJ59,OUT035,779.7937636379331
NCD30,OUT017,1626.1852248003001
FDE14,OUT017,1561.3305220492357
FDC28,OUT018,1482.009709459492
FDU16,OUT018,983.446789150991
NCD19,OUT035,950.025038515778
FDU21,OUT046,708.8461113144675
FDV59,OUT027,5440.118143041581
FDU03,OUT045,3094.898991259805
FDC33,OUT010,622.5094796214191
NCR42,OUT035,712.3567601483904
DRH59,OUT035,1263.464743781597
NCM31,OUT035,2137.4872633887762
FDS50,OUT035,3491.910646370738
FDP39,OUT046,894.6877932636781
FDQ55,OUT013,2018.6299509004184
FDV36,OUT019,413.5955922063009
FDI05,OUT027,2176.3471862475735
FDS45,OUT027,2589.5527852502178
FDA39,OUT045,738.5531114247409
FDC37,OUT010,379.98608002747875
FDJ60,OUT027,4280.455039354299
DRQ35,OUT046,2081.0873527031176
NCJ06,OUT046,2092.8732347411083
NCY42,OUT018,2086.3996902066824
DRM37,OUT049,3142.461368520501
FDR14,OUT045,867.6522899789379
FDE51,OUT049,748.1772580030531
FDT33,OUT017,2737.9015742978763
FDR08,OUT013,1884.9530767430867
FDE36,OUT010,593.9006522462721
FDL22,OUT019,413.96053864502704
FDR44,OUT013,2173.8178596129096
FDI56,OUT019,413.96053864502704
FDE47,OUT010,445.60068216882433
FDV27,OUT010,422.66922554475497
FDV10,OUT049,740.2899837644475
FDC40,OUT045,1296.2268576746956
NCX41,OUT013,3533.846262167267
NCQ38,OUT027,2589.5527852502178
FDV12,OUT027,2589.5527852502178
FDE52,OUT017,1405.4893884978248
FDG20,OUT027,4951.238112668049
FDV16,OUT027,1018.2342891432357
FDI32,OUT017,2042.428397606268
FDJ32,OUT049,1023.6154301263606
FDN39,OUT018,2419.31062807071
FDY34,OUT017,2737.9015742978763
FDC14,OUT035,779.7937636379331
FDA55,OUT017,3743.6553993132097
FDZ50,OUT010,626.5964390868522
DRG13,OUT049,2709.1900004591366
FDP01,OUT013,2403.1461411714185
NCG54,OUT017,2800.567858988815
FDM13,OUT045,2051.3242873987574
NCO18,OUT027,4992.94125717088
NCW41,OUT013,2426.893627055329
FDM52,OUT027,3534.2168411960206
NCF55,OUT035,712.3567601483904
FDT09,OUT046,2125.7013813507856
NCM19,OUT035,1822.3385070134643
FDW12,OUT018,2074.613808168692
FDP15,OUT019,718.2822292149209
FDK36,OUT045,814.7857046985653
FDZ25,OUT035,2941.586760569712
NCW06,OUT049,3142.461368520501
FDW60,OUT046,2786.039619207784
DRC49,OUT013,2366.728242319242
NCT17,OUT035,3195.0042448697627
NCN06,OUT018,2431.096510108701
FDC45,OUT013,2941.586760569712
DRJ47,OUT019,694.2864585247527
NCF06,OUT045,3915.026653102686
FDE21,OUT010,394.888916091148
DRG27,OUT013,723.0086457112886
FDW40,OUT049,2125.7013813507856
NCO53,OUT046,3195.0042448697627
FDE23,OUT049,773.2280411396591
FDQ16,OUT046,1678.291434750625
FDS26,OUT045,4044.8253193748315
FDZ13,OUT010,265.3649022683107
FDS14,OUT049,2415.1077450173384
FDC10,OUT045,1980.7065808973416
FDY16,OUT049,3142.461368520501
FDJ20,OUT035,2129.2038309652417
FDV43,OUT035,775.8516847711803
FDZ32,OUT027,2549.2610211515
FDR23,OUT046,2786.039619207784
FDN24,OUT035,950.025038515778
FDE34,OUT027,4960.874106113
FDU31,OUT013,3391.3927625488245
FDW33,OUT018,1497.6225100792403
FDU26,OUT046,1900.3566438263103
FDE20,OUT027,4207.319486357389
NCW05,OUT035,1675.549381312861
FDB22,OUT018,2205.6608711485505
FDO56,OUT046,2018.6299509004184
FDA19,OUT027,3456.0839908723565
DRI39,OUT045,928.1258770286591
FDH52,OUT018,778.7844258296168
FDZ50,OUT035,3153.103469772364
NCN42,OUT035,2378.5141243572325
FDB53,OUT013,2344.2465378476195
DRG11,OUT017,1723.5842325808671
DRK11,OUT027,3534.2168411960206
FDQ60,OUT017,2081.0873527031176
FDT36,OUT017,696.6754633372665
DRG25,OUT018,2739.6776008241163
DRJ23,OUT046,3077.547479529078
FDG05,OUT035,2631.69510579622
NCK06,OUT018,1642.8390544746208
FDU52,OUT017,2462.621222868659
FDW07,OUT018,1138.5533351080776
NCM17,OUT045,783.964908313204
FDA22,OUT045,2715.777511996864
NCA41,OUT018,2904.749598863958
FDF38,OUT035,779.7937636379331
FDH52,OUT046,981.6638010249651
FDY58,OUT019,686.6621644218878
FDZ16,OUT045,3019.343001016519
NCM18,OUT017,1018.1733758676876
FDA22,OUT018,2419.31062807071
NCJ43,OUT035,2786.039619207784
FDI34,OUT027,5822.850276181856
FDG56,OUT046,987.1058552836382
FDS34,OUT046,1990.597462134706
DRC01,OUT035,842.1963803329712
FDQ04,OUT035,779.7937636379331
FDK04,OUT035,950.025038515778
FDT51,OUT049,1822.3385070134643
FDV26,OUT017,3092.0757193101085
FDS04,OUT049,2125.7013813507856
FDW43,OUT018,3154.007902679886
FDQ28,OUT010,548.3969272081
NCK06,OUT017,2092.8732347411083
FDS23,OUT018,1682.6066125128725
FDZ36,OUT019,587.4122254917568
FDE56,OUT018,797.4471259424319
FDW10,OUT027,4960.874106113
NCN14,OUT045,3019.343001016519
NCQ18,OUT045,1546.4285097944476
FDW08,OUT017,1723.5842325808671
FDU43,OUT035,3912.9564418704576
FDR33,OUT010,379.98608002747875
FDM24,OUT010,563.5579894385224
NCZ05,OUT046,1675.549381312861
NCV41,OUT035,1868.7064700153653
FDV11,OUT018,2739.6776008241163
NCY05,OUT035,719.5992855281347
FDV44,OUT018,2739.6776008241163
FDW32,OUT049,1369.709656034985
NCU18,OUT027,3105.0438193243976
NCC43,OUT035,3921.3952065499575
FDW19,OUT013,1839.6246862307796
FDN31,OUT035,3077.547479529078
FDI48,OUT045,861.3653182321548
FDS24,OUT017,1502.5382377976098
FDF46,OUT049,1990.597462134706
DRG23,OUT017,2419.9549122962794
FDG14,OUT018,2263.4882439513526
NCY30,OUT049,3069.0521442424165
FDO28,OUT018,1595.4527277643958
DRD24,OUT035,2125.7013813507856
FDI33,OUT049,1502.5382377976098
FDN32,OUT046,3077.547479529078
FDR16,OUT045,3333.1882840362655
FDF26,OUT046,2462.621222868659
NCN29,OUT018,699.8266923293418
FDE20,OUT045,2678.106600018658
FDA46,OUT046,3077.547479529078
FDU28,OUT045,3019.343001016519
FDQ48,OUT045,1611.283212545512
FDV36,OUT013,2081.0873527031176
FDR14,OUT018,767.638764634804
FDP23,OUT017,3405.921002329855
FDP56,OUT013,841.6387601990637
FDK48,OUT010,371.8250018131826
FDR48,OUT046,2419.9549122962794
NCY29,OUT049,953.1766601652652
FDM22,OUT018,767.638764634804
DRJ01,OUT013,2658.8043512487443
FDZ43,OUT045,3876.8760256589107
FDV03,OUT035,2462.621222868659
FDX11,OUT027,4951.238112668049
NCA41,OUT027,5130.189751550568
FDE38,OUT017,2737.9015742978763
FDI27,OUT018,699.8266923293418
FDN32,OUT013,3077.547479529078
NCN43,OUT017,2092.8732347411083
FDB47,OUT027,5787.258628216255
FDV03,OUT017,2462.621222868659
NCN30,OUT045,1546.4285097944476
NCV54,OUT010,457.38656420681536
FDV07,OUT013,1754.7719114569
FDP07,OUT049,3034.4445887020893
FDK48,OUT018,792.0050716837587
FDM15,OUT019,518.2391665824662
FDY19,OUT027,2598.790470755235
FDK46,OUT046,4080.9057355863783
FDY11,OUT045,1064.5755791030608
FDH09,OUT046,865.0578612824692
FDO08,OUT027,4302.415329209372
FDU14,OUT013,4051.193872822103
FDD22,OUT027,2921.530479687382
FDM27,OUT017,2631.69510579622
FDL02,OUT027,2589.5527852502178
NCA17,OUT035,2378.5141243572325
FDE38,OUT019,559.1088166922011
NCG07,OUT049,3142.461368520501
DRC27,OUT013,3752.080245945989
FDA27,OUT035,4080.9057355863783
FDW40,OUT045,2110.799369095998
DRI11,OUT013,1990.597462134706
FDN50,OUT046,1547.7560061265256
FDR12,OUT046,2941.586760569712
FDT34,OUT027,2589.5527852502178
FDW11,OUT035,1001.8011083640583
NCO30,OUT027,4992.94125717088
FDZ34,OUT017,3092.0757193101085
FDU45,OUT017,1990.597462134706
NCD42,OUT035,719.5992855281347
FDX25,OUT045,2976.6632969486927
NCR29,OUT046,929.8877311766847
FDX43,OUT019,471.9113995680022
FDB04,OUT010,412.40045553914905
FDR49,OUT027,1576.6919595186157
FDS39,OUT018,1682.6066125128725
FDW58,OUT045,1660.6473690580729
FDG22,OUT019,185.75925139065941
FDG31,OUT017,1018.1733758676876
NCV53,OUT027,5581.9676144905725
DRJ37,OUT035,2428.920500698869
FDV07,OUT035,1839.6246862307796
FDW52,OUT018,2419.31062807071
FDT15,OUT045,3019.343001016519
FDD02,OUT018,1603.1878037394583
FDM16,OUT035,1193.983687449022
NCE55,OUT046,2786.039619207784
FDB57,OUT018,3154.007902679886
FDQ04,OUT013,748.0594288478947
FDQ47,OUT019,192.20446834362826
FDY14,OUT019,704.8565171354269
DRK37,OUT017,3092.0757193101085
FDO25,OUT017,3800.4463153767047
FDL57,OUT046,4080.9057355863783
NCK29,OUT018,1642.8390544746208
FDK46,OUT027,6414.362226427311
NCB43,OUT010,626.5964390868522
DRE01,OUT027,5905.163931017365
FDC46,OUT018,2739.6776008241163
FDQ23,OUT045,1660.6473690580729
FDX38,OUT049,810.5798746980912
FDG60,OUT018,3154.007902679886
FDW55,OUT017,3766.60848572702
FDP39,OUT013,810.4620455429327
FDB20,OUT018,952.140469955514
FDV21,OUT017,2081.0873527031176
FDZ02,OUT013,1522.7052229899195
FDP19,OUT027,3568.049594084254
FDA38,OUT035,3912.9564418704576
FDH22,OUT045,2066.18534044833
DRM11,OUT045,4044.8253193748315
FDO12,OUT027,5130.189751550568
FDT14,OUT049,2081.0873527031176
FDW34,OUT010,708.2244763603355
FDG04,OUT027,4908.396180505478
FDW59,OUT018,1138.5533351080776
FDR33,OUT018,1497.6225100792403
FDP32,OUT013,2137.672910092005
FDL13,OUT027,6367.304876545031
FDD22,OUT013,1990.597462134706
FDV40,OUT027,1765.2690918599835
NCD55,OUT046,752.4139309190957
FDQ20,OUT010,213.8860608731281
FDD28,OUT045,953.1766601652652
FDC39,OUT045,3643.4056022008212
NCR17,OUT049,2002.118928067411
DRO35,OUT018,1603.4522198447444
FDF40,OUT049,4065.7221126031336
FDR31,OUT018,2157.090501807004
NCQ41,OUT017,3092.0757193101085
FDP38,OUT046,822.0590729938781
NCU54,OUT027,5219.60690404939
FDG22,OUT018,566.3532188730932
DRK59,OUT013,4249.45659652923
FDC37,OUT046,1723.5842325808671
NCO42,OUT013,2378.5141243572325
NCT42,OUT017,2440.7063827368597
FDX27,OUT035,1533.4583972035869
FDV40,OUT018,809.5037303119752
FDT45,OUT027,1593.7642928737334
FDS47,OUT019,403.6917686394211
FDR45,OUT035,3912.9564418704576
FDB03,OUT045,3876.8760256589107
FDO49,OUT035,885.1951686215623
FDU60,OUT027,4280.455039354299
FDB26,OUT018,736.6584063989199
FDB46,OUT017,3405.921002329855
FDQ37,OUT019,587.4122254917568
FDN03,OUT017,4065.7221126031336
NCX30,OUT045,3885.3147903384106
FDK32,OUT019,533.9084033968531
DRM47,OUT013,3077.547479529078
NCO02,OUT046,1028.0660042603383
FDP04,OUT013,1016.4689768093933
NCO43,OUT049,1675.549381312861
FDD59,OUT013,1292.4561094378105
FDQ10,OUT017,3505.6645076028362
FDW45,OUT035,2344.2465378476195
NCK30,OUT049,3994.9597228753155
FDU31,OUT018,3053.490018857972
NCQ17,OUT019,514.8639863900347
FDN01,OUT017,2800.567858988815
FDZ19,OUT049,2850.953508199207
DRG37,OUT017,2462.621222868659
FDE32,OUT045,690.873261574718
FDO34,OUT049,2788.2872235082687
FDM04,OUT019,215.4249643566846
FDZ25,OUT049,3006.500649561135
FDU08,OUT049,1626.1852248003001
NCW30,OUT045,3915.026653102686
NCM18,OUT013,970.0667735740199
FDS22,OUT035,779.7937636379331
